AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
53,Moderate,1,0,32,0,5,0,53,2
31,Good,0,0,20,0,1,0,31,0
98,Moderate,2,0,84,1,1,0,98,2
142,Unhealthy for Sensitive Groups,2,0,14,0,6,0,142,4
32,Good,0,0,32,0,0,0,13,0
31,Good,0,0,19,0,1,0,31,0
194,Unhealthy,12,0,0,0,19,0,194,3
35,Good,1,0,35,0,1,0,35,0
80,Moderate,3,0,7,0,25,0,80,2
82,Moderate,1,0,28,0,2,0,82,2
54,Moderate,1,0,21,0,4,0,54,2
50,Good,1,0,36,0,3,0,50,0
52,Moderate,1,0,21,0,12,0,52,2
43,Good,1,0,25,0,2,0,43,0
103,Unhealthy for Sensitive Groups,1,0,12,0,9,0,103,4
31,Good,1,0,27,0,1,0,31,0
81,Moderate,2,0,48,0,0,0,81,2
59,Moderate,1,0,26,0,10,0,59,2
152,Unhealthy,3,0,6,0,17,0,152,3
107,Unhealthy for Sensitive Groups,4,0,89,1,3,0,107,4
72,Moderate,2,0,8,0,9,0,72,2
46,Good,1,0,42,0,4,0,46,0
32,Good,1,0,32,0,0,0,21,0
33,Good,1,0,32,0,1,0,33,0
41,Good,1,0,41,0,1,0,39,0
43,Good,1,0,43,0,0,0,26,0
46,Good,1,0,46,0,0,0,23,0
32,Good,1,0,32,0,1,0,11,0
37,Good,1,0,37,0,0,0,19,0
163,Unhealthy,5,0,163,2,14,0,157,3
48,Good,1,0,29,0,2,0,48,0
45,Good,1,0,20,0,3,0,45,0
78,Moderate,2,0,10,0,13,0,78,2
52,Moderate,0,0,36,0,0,0,52,2
79,Moderate,1,0,39,0,1,0,79,2
56,Moderate,1,0,51,1,0,0,56,2
160,Unhealthy,3,0,160,2,3,0,87,2
42,Good,0,0,39,0,0,0,42,0
44,Good,1,0,44,0,0,0,33,0
53,Moderate,1,0,51,1,1,0,53,2
33,Good,0,0,31,0,1,0,33,0
172,Unhealthy,4,0,172,2,2,0,154,3
48,Good,1,0,14,0,0,0,48,0
50,Good,1,0,34,0,0,0,50,0
36,Good,0,0,29,0,2,0,36,0
81,Moderate,2,0,58,1,0,0,81,2
145,Unhealthy for Sensitive Groups,2,0,145,3,1,0,117,4
31,Good,0,0,29,0,1,0,31,0
30,Good,0,0,25,0,2,0,30,0
32,Good,1,0,21,0,6,0,32,0
51,Moderate,1,0,39,0,3,0,51,2
46,Good,1,0,33,0,3,0,46,0
83,Moderate,3,0,5,0,19,0,83,2
42,Good,1,0,26,0,2,0,42,0
29,Good,0,0,29,0,1,0,29,0
188,Unhealthy,5,0,188,2,5,0,162,3
66,Moderate,1,0,59,1,0,0,66,2
31,Good,1,0,28,0,2,0,31,0
67,Moderate,2,0,19,0,7,0,67,2
33,Good,0,0,32,0,1,0,33,0
63,Moderate,2,0,41,0,5,0,63,2
55,Moderate,1,0,40,0,0,0,55,2
29,Good,1,0,29,0,0,0,2,0
29,Good,0,0,29,0,1,0,28,0
43,Good,1,0,43,0,0,0,25,0
30,Good,0,0,27,0,2,0,30,0
49,Good,1,0,30,0,3,0,49,0
52,Moderate,1,0,32,0,5,0,52,2
30,Good,0,0,30,0,1,0,25,0
58,Moderate,0,0,29,0,0,0,58,2
65,Moderate,1,0,65,1,3,0,36,0
153,Unhealthy,1,0,39,0,0,0,153,3
36,Good,1,0,28,0,2,0,36,0
17,Good,0,0,17,0,0,0,7,0
40,Good,1,0,40,0,0,0,12,0
65,Moderate,1,0,48,0,1,0,65,2
23,Good,1,0,23,0,3,0,16,0
56,Moderate,1,0,56,1,2,0,50,0
79,Moderate,1,0,9,0,2,0,79,2
46,Good,2,0,41,0,5,0,46,0
162,Unhealthy,1,0,35,0,0,0,162,3
42,Good,1,0,37,0,0,0,42,0
142,Unhealthy for Sensitive Groups,3,0,134,3,0,0,142,4
80,Moderate,1,0,5,0,3,0,80,2
161,Unhealthy,6,0,2,0,16,0,161,3
18,Good,1,0,18,0,0,0,6,0
44,Good,0,0,44,0,0,0,25,0
94,Moderate,3,0,15,0,6,0,94,2
26,Good,1,0,15,0,0,0,26,0
182,Unhealthy,8,0,0,0,26,0,182,3
18,Good,1,0,15,0,1,0,18,0
22,Good,0,0,11,0,1,0,22,0
53,Moderate,1,0,20,0,0,0,53,2
62,Moderate,2,0,4,0,5,0,62,2
49,Good,1,0,49,0,3,0,49,0
22,Good,1,0,8,0,1,0,22,0
84,Moderate,1,0,48,0,0,0,84,2
22,Good,0,0,22,0,0,0,7,0
28,Good,1,0,20,0,0,0,28,0
134,Unhealthy for Sensitive Groups,6,0,5,0,3,0,134,4
35,Good,1,0,35,0,0,0,18,0
54,Moderate,0,0,24,0,1,0,54,2
18,Good,0,0,18,0,0,0,14,0
170,Unhealthy,1,0,34,0,2,0,170,3
40,Good,1,0,27,0,1,0,40,0
61,Moderate,1,0,31,0,0,0,61,2
25,Good,0,0,25,0,0,0,4,0
39,Good,1,0,39,0,1,0,18,0
66,Moderate,2,0,15,0,16,0,66,2
52,Moderate,1,0,28,0,2,0,52,2
55,Moderate,1,0,17,0,1,0,55,2
62,Moderate,1,0,62,1,1,0,40,0
66,Moderate,1,0,25,0,2,0,66,2
47,Good,1,0,47,0,0,0,31,0
31,Good,1,0,15,0,1,0,31,0
60,Moderate,2,0,16,0,3,0,60,2
53,Moderate,2,0,10,0,1,0,53,2
64,Moderate,1,0,31,0,3,0,64,2
65,Moderate,2,0,22,0,14,0,65,2
50,Good,1,0,29,0,3,0,50,0
45,Good,1,0,45,0,0,0,24,0
29,Good,0,0,29,0,2,0,25,0
58,Moderate,1,0,39,0,0,0,58,2
47,Good,1,0,47,0,1,0,41,0
67,Moderate,1,0,42,0,2,0,67,2
36,Good,1,0,36,0,1,0,29,0
65,Moderate,0,0,22,0,0,0,65,2
65,Moderate,1,0,65,1,0,0,20,0
191,Unhealthy,2,0,141,3,2,0,191,3
57,Moderate,2,0,3,0,4,0,57,2
27,Good,0,0,27,0,0,0,20,0
160,Unhealthy,1,0,37,0,0,0,160,3
86,Moderate,3,0,76,1,1,0,86,2
101,Unhealthy for Sensitive Groups,0,0,23,0,0,0,101,4
43,Good,1,0,43,0,0,0,24,0
36,Good,0,0,18,0,0,0,36,0
38,Good,1,0,25,0,2,0,38,0
83,Moderate,1,0,83,1,1,0,80,2
120,Unhealthy for Sensitive Groups,3,0,72,1,0,0,120,4
49,Good,1,0,49,0,0,0,31,0
52,Moderate,2,0,17,0,11,0,52,2
57,Moderate,1,0,56,1,0,0,57,2
120,Unhealthy for Sensitive Groups,3,0,10,0,3,0,120,4
166,Unhealthy,3,0,4,0,11,0,166,3
32,Good,1,0,25,0,2,0,32,0
36,Good,1,0,24,0,4,0,36,0
27,Good,1,0,26,0,0,0,27,0
73,Moderate,2,0,28,0,3,0,73,2
30,Good,1,0,8,0,1,0,30,0
73,Moderate,1,0,45,0,1,0,73,2
46,Good,1,0,31,0,0,0,46,0
47,Good,1,0,47,0,1,0,24,0
75,Moderate,1,0,34,0,2,0,75,2
38,Good,0,0,38,0,0,0,35,0
34,Good,1,0,34,0,1,0,10,0
31,Good,1,0,31,0,0,0,25,0
192,Unhealthy,3,0,45,0,4,0,192,3
80,Moderate,1,0,31,0,4,0,80,2
16,Good,0,0,16,0,0,0,15,0
66,Moderate,1,0,38,0,3,0,66,2
34,Good,1,0,26,0,2,0,34,0
57,Moderate,1,0,26,0,10,0,57,2
24,Good,1,0,24,0,1,0,19,0
135,Unhealthy for Sensitive Groups,1,0,33,0,2,0,135,4
69,Moderate,2,0,38,0,10,0,69,2
375,Hazardous,1,0,40,0,0,0,305,1
138,Unhealthy for Sensitive Groups,3,0,138,3,5,0,82,2
43,Good,1,0,43,0,0,0,16,0
188,Unhealthy,1,0,85,1,1,0,188,3
64,Moderate,1,0,64,1,3,0,29,0
57,Moderate,0,0,27,0,0,0,57,2
61,Moderate,1,0,10,0,16,0,61,2
45,Good,1,0,37,0,4,0,45,0
39,Good,1,0,39,0,1,0,38,0
23,Good,0,0,23,0,0,0,21,0
113,Unhealthy for Sensitive Groups,1,0,35,0,1,0,113,4
42,Good,1,0,42,0,0,0,25,0
37,Good,1,0,37,0,0,0,17,0
73,Moderate,1,0,38,0,2,0,73,2
33,Good,1,0,30,0,0,0,33,0
97,Moderate,1,0,97,1,0,0,41,0
39,Good,1,0,24,0,3,0,39,0
56,Moderate,1,0,34,0,1,0,56,2
31,Good,1,0,31,0,0,0,17,0
58,Moderate,1,0,58,1,1,0,41,0
203,Very Unhealthy,3,0,203,4,6,0,151,3
58,Moderate,1,0,31,0,3,0,58,2
78,Moderate,2,0,23,0,9,0,78,2
71,Moderate,1,0,35,0,4,0,71,2
58,Moderate,1,0,20,0,0,0,58,2
45,Good,1,0,25,0,2,0,45,0
31,Good,0,0,28,0,2,0,31,0
131,Unhealthy for Sensitive Groups,0,0,25,0,0,0,131,4
29,Good,1,0,29,0,0,0,19,0
43,Good,1,0,19,0,0,0,43,0
58,Moderate,1,0,23,0,7,0,58,2
172,Unhealthy,3,0,154,2,1,0,172,3
26,Good,1,0,26,0,2,0,17,0
68,Moderate,1,0,37,0,0,0,68,2
300,Hazardous,1,0,35,0,0,0,242,5
32,Good,0,0,21,0,0,0,32,0
53,Moderate,1,0,5,0,3,0,53,2
169,Unhealthy,1,0,49,0,0,0,169,3
99,Moderate,3,0,12,0,5,0,99,2
36,Good,0,0,24,0,3,0,36,0
150,Unhealthy,4,0,13,0,3,0,150,3
38,Good,1,0,11,0,0,0,38,0
57,Moderate,0,0,38,0,0,0,57,2
32,Good,0,0,29,0,1,0,32,0
188,Unhealthy,3,0,165,2,1,0,188,3
55,Moderate,1,0,28,0,2,0,55,2
59,Moderate,2,0,21,0,15,0,59,2
40,Good,1,0,25,0,1,0,40,0
61,Moderate,1,0,38,0,3,0,61,2
22,Good,1,0,18,0,0,0,22,0
77,Moderate,1,0,35,0,3,0,77,2
152,Unhealthy,1,0,45,0,1,0,152,3
29,Good,0,0,29,0,0,0,24,0
68,Moderate,1,0,39,0,0,0,68,2
38,Good,0,0,32,0,0,0,38,0
98,Moderate,1,0,17,0,0,0,98,2
202,Very Unhealthy,4,0,202,4,10,0,157,3
109,Unhealthy for Sensitive Groups,2,0,109,3,0,0,109,4
67,Moderate,1,0,34,0,0,0,67,2
30,Good,1,0,30,0,2,0,12,0
308,Hazardous,4,0,91,1,8,0,308,1
41,Good,1,0,41,0,0,0,23,0
39,Good,1,0,39,0,0,0,27,0
70,Moderate,1,0,34,0,0,0,70,2
94,Moderate,4,0,21,0,2,0,94,2
34,Good,1,0,19,0,4,0,34,0
64,Moderate,2,0,7,0,17,0,64,2
76,Moderate,1,0,40,0,3,0,76,2
56,Moderate,0,0,25,0,1,0,56,2
79,Moderate,1,0,38,0,1,0,79,2
34,Good,1,0,34,0,3,0,21,0
34,Good,1,0,34,0,3,0,21,0
69,Moderate,1,0,33,0,2,0,69,2
41,Good,1,0,36,0,1,0,41,0
58,Moderate,2,0,16,0,1,0,58,2
36,Good,1,0,36,0,0,0,10,0
86,Moderate,0,0,24,0,0,0,86,2
56,Moderate,1,0,17,0,0,0,56,2
47,Good,1,0,28,0,1,0,47,0
57,Moderate,1,0,32,0,1,0,57,2
48,Good,2,0,22,0,7,0,48,0
70,Moderate,2,0,35,0,0,0,70,2
171,Unhealthy,4,0,171,2,2,0,128,4
196,Unhealthy,2,0,96,1,0,0,196,3
47,Good,1,0,35,0,1,0,47,0
31,Good,1,0,31,0,0,0,20,0
37,Good,1,0,34,0,0,0,37,0
108,Unhealthy for Sensitive Groups,2,0,19,0,6,0,108,4
24,Good,1,0,22,0,4,0,24,0
55,Moderate,2,0,16,0,4,0,55,2
80,Moderate,3,0,1,0,6,0,80,2
171,Unhealthy,4,0,155,2,1,0,171,3
82,Moderate,0,0,23,0,0,0,82,2
62,Moderate,0,0,21,0,0,0,62,2
37,Good,1,0,37,0,4,0,16,0
219,Very Unhealthy,1,0,61,1,0,0,219,5
92,Moderate,1,0,34,0,2,0,92,2
157,Unhealthy,0,0,29,0,0,0,157,3
46,Good,1,0,46,0,0,0,39,0
63,Moderate,1,0,24,0,2,0,63,2
53,Moderate,0,0,23,0,1,0,53,2
163,Unhealthy,1,0,34,0,0,0,163,3
93,Moderate,1,0,26,0,1,0,93,2
51,Moderate,0,0,24,0,1,0,51,2
238,Very Unhealthy,1,0,39,0,0,0,238,5
54,Moderate,1,0,18,0,2,0,54,2
31,Good,1,0,2,0,0,0,31,0
32,Good,1,0,32,0,1,0,22,0
41,Good,2,0,25,0,1,0,41,0
45,Good,1,0,19,0,0,0,45,0
62,Moderate,1,0,62,1,2,0,55,2
21,Good,0,0,18,0,1,0,21,0
148,Unhealthy for Sensitive Groups,1,0,40,0,0,0,148,4
43,Good,1,0,19,0,4,0,43,0
42,Good,1,0,12,0,3,0,42,0
93,Moderate,1,0,47,0,0,0,93,2
42,Good,1,0,42,0,0,0,20,0
55,Moderate,1,0,29,0,0,0,55,2
147,Unhealthy for Sensitive Groups,3,0,147,3,1,0,130,4
108,Unhealthy for Sensitive Groups,2,0,28,0,4,0,108,4
41,Good,1,0,41,0,0,0,38,0
112,Unhealthy for Sensitive Groups,4,0,13,0,34,0,112,4
49,Good,1,0,33,0,0,0,49,0
67,Moderate,1,0,67,1,1,0,50,0
130,Unhealthy for Sensitive Groups,3,0,11,0,12,0,130,4
70,Moderate,2,0,17,0,15,0,70,2
118,Unhealthy for Sensitive Groups,2,0,24,0,4,0,118,4
127,Unhealthy for Sensitive Groups,2,0,118,3,2,0,127,4
109,Unhealthy for Sensitive Groups,2,0,48,0,0,0,109,4
33,Good,0,0,33,0,1,0,13,0
30,Good,1,0,30,0,2,0,20,0
59,Moderate,1,0,19,0,10,0,59,2
71,Moderate,1,0,18,0,0,0,71,2
95,Moderate,1,0,26,0,1,0,95,2
35,Good,1,0,35,0,1,0,21,0
64,Moderate,2,0,5,0,4,0,64,2
74,Moderate,1,0,39,0,1,0,74,2
67,Moderate,1,0,39,0,1,0,67,2
74,Moderate,1,0,29,0,2,0,74,2
41,Good,1,0,41,0,0,0,26,0
42,Good,1,0,34,0,2,0,42,0
72,Moderate,1,0,42,0,2,0,72,2
42,Good,1,0,19,0,2,0,42,0
34,Good,0,0,25,0,0,0,34,0
175,Unhealthy,6,0,5,0,21,0,175,3
50,Good,1,0,17,0,6,0,50,0
244,Very Unhealthy,1,0,46,0,0,0,244,5
60,Moderate,1,0,19,0,1,0,60,2
134,Unhealthy for Sensitive Groups,1,0,19,0,2,0,134,4
24,Good,0,0,15,0,0,0,24,0
161,Unhealthy,2,0,161,2,2,0,83,2
141,Unhealthy for Sensitive Groups,3,0,141,3,1,0,96,2
150,Unhealthy,2,0,150,2,2,0,74,2
41,Good,1,0,22,0,3,0,41,0
64,Moderate,2,0,18,0,15,0,64,2
63,Moderate,2,0,35,0,8,0,63,2
59,Moderate,0,0,24,0,0,0,59,2
40,Good,1,0,40,0,2,0,35,0
48,Good,1,0,13,0,2,0,48,0
33,Good,1,0,33,0,3,0,20,0
107,Unhealthy for Sensitive Groups,3,0,12,0,28,0,107,4
70,Moderate,3,0,21,0,2,0,70,2
54,Moderate,2,0,10,0,2,0,54,2
63,Moderate,1,0,44,0,1,0,63,2
50,Good,0,0,25,0,0,0,50,0
122,Unhealthy for Sensitive Groups,3,0,0,0,10,0,122,4
160,Unhealthy,3,0,72,1,3,0,160,3
53,Moderate,1,0,38,0,2,0,53,2
62,Moderate,1,0,46,0,6,0,62,2
46,Good,2,0,24,0,1,0,46,0
72,Moderate,1,0,12,0,6,0,72,2
41,Good,1,0,37,0,2,0,41,0
51,Moderate,2,0,31,0,1,0,51,2
57,Moderate,1,0,30,0,1,0,57,2
160,Unhealthy,3,0,131,3,1,0,160,3
181,Unhealthy,1,0,34,0,0,0,181,3
172,Unhealthy,5,0,103,3,6,0,172,3
32,Good,1,0,32,0,0,0,28,0
91,Moderate,1,0,18,0,5,0,91,2
53,Moderate,1,0,29,0,3,0,53,2
54,Moderate,1,0,18,0,0,0,54,2
172,Unhealthy,5,0,106,3,6,0,172,3
99,Moderate,1,0,46,0,0,0,99,2
67,Moderate,1,0,34,0,0,0,67,2
56,Moderate,1,0,12,0,12,0,56,2
82,Moderate,1,0,35,0,2,0,82,2
59,Moderate,1,0,52,1,1,0,59,2
58,Moderate,1,0,36,0,1,0,58,2
64,Moderate,2,0,18,0,0,0,64,2
77,Moderate,3,0,14,0,2,0,77,2
104,Unhealthy for Sensitive Groups,2,0,49,0,0,0,104,4
17,Good,0,0,17,0,0,0,14,0
26,Good,0,0,26,0,0,0,22,0
75,Moderate,1,0,36,0,1,0,75,2
47,Good,0,0,47,0,0,0,16,0
65,Moderate,1,0,37,0,2,0,65,2
47,Good,1,0,19,0,8,0,47,0
27,Good,1,0,24,0,5,0,27,0
63,Moderate,1,0,24,0,13,0,63,2
116,Unhealthy for Sensitive Groups,2,0,47,0,1,0,116,4
53,Moderate,1,0,25,0,5,0,53,2
35,Good,1,0,29,0,8,0,35,0
63,Moderate,1,0,12,0,8,0,63,2
94,Moderate,1,0,34,0,1,0,94,2
34,Good,1,0,34,0,3,0,18,0
37,Good,1,0,37,0,2,0,16,0
39,Good,1,0,32,0,4,0,39,0
58,Moderate,1,0,35,0,2,0,58,2
77,Moderate,1,0,12,0,11,0,77,2
70,Moderate,0,0,25,0,0,0,70,2
59,Moderate,1,0,16,0,7,0,59,2
33,Good,0,0,33,0,0,0,21,0
54,Moderate,1,0,42,0,1,0,54,2
54,Moderate,1,0,32,0,0,0,54,2
14,Good,0,0,14,0,0,0,9,0
28,Good,1,0,28,0,1,0,23,0
64,Moderate,1,0,40,0,2,0,64,2
178,Unhealthy,4,0,178,2,3,0,132,4
37,Good,1,0,37,0,3,0,31,0
53,Moderate,1,0,29,0,1,0,53,2
89,Moderate,1,0,33,0,3,0,89,2
41,Good,1,0,41,0,1,0,29,0
50,Good,1,0,35,0,4,0,50,0
78,Moderate,3,0,10,0,19,0,78,2
54,Moderate,2,0,8,0,8,0,54,2
66,Moderate,1,0,29,0,7,0,66,2
115,Unhealthy for Sensitive Groups,1,0,43,0,1,0,115,4
24,Good,0,0,24,0,0,0,10,0
35,Good,0,0,35,0,0,0,14,0
32,Good,1,0,17,0,0,0,32,0
52,Moderate,1,0,23,0,1,0,52,2
55,Moderate,1,0,8,0,1,0,55,2
25,Good,1,0,25,0,4,0,25,0
153,Unhealthy,1,0,22,0,1,0,153,3
57,Moderate,2,0,24,0,14,0,57,2
187,Unhealthy,4,0,187,2,2,0,137,4
58,Moderate,2,0,30,0,0,0,58,2
40,Good,1,0,40,0,0,0,39,0
117,Unhealthy for Sensitive Groups,4,0,4,0,36,0,117,4
75,Moderate,1,0,43,0,0,0,75,2
48,Good,1,0,30,0,3,0,48,0
52,Moderate,1,0,47,0,1,0,52,2
58,Moderate,1,0,34,0,2,0,58,2
41,Good,1,0,36,0,1,0,41,0
83,Moderate,1,0,41,0,0,0,83,2
106,Unhealthy for Sensitive Groups,3,0,4,0,40,0,106,4
151,Unhealthy,4,0,8,0,14,0,151,3
33,Good,1,0,33,0,1,0,12,0
59,Moderate,2,0,23,0,19,0,59,2
59,Moderate,1,0,59,1,2,0,50,0
31,Good,1,0,31,0,2,0,26,0
58,Moderate,2,0,4,0,4,0,58,2
172,Unhealthy,7,0,0,0,22,0,172,3
56,Moderate,1,0,16,0,4,0,56,2
15,Good,0,0,14,0,0,0,15,0
62,Moderate,3,0,62,1,2,0,54,2
54,Moderate,1,0,36,0,1,0,54,2
169,Unhealthy,4,0,167,2,1,0,169,3
65,Moderate,1,0,49,0,2,0,65,2
45,Good,1,0,45,0,0,0,19,0
92,Moderate,3,0,35,0,1,0,92,2
162,Unhealthy,3,0,162,2,2,0,159,3
35,Good,1,0,35,0,0,0,15,0
42,Good,1,0,20,0,0,0,42,0
47,Good,1,0,43,0,0,0,47,0
54,Moderate,1,0,37,0,0,0,54,2
42,Good,1,0,40,0,0,0,42,0
31,Good,0,0,3,0,13,0,31,0
100,Unhealthy for Sensitive Groups,2,0,11,0,6,0,100,4
36,Good,1,0,36,0,3,0,15,0
63,Moderate,1,0,34,0,1,0,63,2
32,Good,1,0,32,0,0,0,20,0
31,Good,1,0,31,0,5,0,28,0
162,Unhealthy,3,0,160,2,1,0,162,3
60,Moderate,1,0,43,0,1,0,60,2
27,Good,1,0,23,0,0,0,27,0
80,Moderate,1,0,40,0,3,0,80,2
34,Good,1,0,34,0,0,0,34,0
38,Good,1,0,38,0,0,0,19,0
40,Good,1,0,18,0,0,0,40,0
65,Moderate,2,0,44,0,1,0,65,2
19,Good,0,0,19,0,0,0,17,0
45,Good,1,0,45,0,1,0,41,0
42,Good,1,0,30,0,1,0,42,0
60,Moderate,1,0,23,0,1,0,60,2
33,Good,1,0,33,0,3,0,22,0
52,Moderate,1,0,31,0,0,0,52,2
37,Good,1,0,37,0,0,0,4,0
33,Good,1,0,33,0,0,0,33,0
35,Good,1,0,34,0,0,0,35,0
151,Unhealthy,1,0,42,0,0,0,151,3
62,Moderate,2,0,15,0,0,0,62,2
61,Moderate,2,0,42,0,1,0,61,2
36,Good,1,0,36,0,0,0,19,0
77,Moderate,2,0,46,0,1,0,77,2
53,Moderate,1,0,25,0,0,0,53,2
171,Unhealthy,3,0,171,2,1,0,163,3
81,Moderate,1,0,46,0,0,0,81,2
19,Good,0,0,19,0,0,0,16,0
34,Good,0,0,19,0,0,0,34,0
34,Good,1,0,25,0,4,0,34,0
42,Good,1,0,39,0,1,0,42,0
80,Moderate,1,0,38,0,0,0,80,2
27,Good,0,0,27,0,1,0,22,0
159,Unhealthy,1,0,49,0,0,0,159,3
44,Good,1,0,25,0,2,0,44,0
45,Good,0,0,45,0,0,0,21,0
67,Moderate,1,0,49,0,0,0,67,2
72,Moderate,1,0,46,0,0,0,72,2
88,Moderate,2,0,29,0,4,0,88,2
54,Moderate,1,0,18,0,4,0,54,2
91,Moderate,2,0,6,0,4,0,91,2
161,Unhealthy,7,0,18,0,15,0,161,3
65,Moderate,1,0,20,0,2,0,65,2
29,Good,1,0,16,0,3,0,29,0
33,Good,1,0,33,0,0,0,23,0
107,Unhealthy for Sensitive Groups,1,0,61,1,0,0,107,4
52,Moderate,1,0,31,0,1,0,52,2
81,Moderate,1,0,44,0,0,0,81,2
82,Moderate,2,0,31,0,2,0,82,2
28,Good,1,0,4,0,0,0,28,0
38,Good,1,0,21,0,0,0,38,0
57,Moderate,1,0,33,0,0,0,57,2
53,Moderate,1,0,47,0,0,0,53,2
43,Good,1,0,43,0,0,0,29,0
39,Good,1,0,31,0,4,0,39,0
39,Good,1,0,23,0,2,0,39,0
114,Unhealthy for Sensitive Groups,1,0,37,0,0,0,114,4
138,Unhealthy for Sensitive Groups,8,0,44,0,0,0,138,4
51,Moderate,1,0,38,0,1,0,51,2
63,Moderate,1,0,54,1,0,0,63,2
50,Good,1,0,39,0,2,0,50,0
101,Unhealthy for Sensitive Groups,1,0,41,0,0,0,101,4
182,Unhealthy,1,0,37,0,0,0,182,3
70,Moderate,2,0,22,0,14,0,70,2
28,Good,1,0,20,0,2,0,28,0
31,Good,1,0,16,0,0,0,31,0
52,Moderate,1,0,26,0,1,0,52,2
42,Good,1,0,42,0,0,0,16,0
10,Good,1,0,5,0,0,0,10,0
70,Moderate,2,0,37,0,0,0,70,2
160,Unhealthy,5,0,30,0,11,0,160,3
65,Moderate,2,0,31,0,5,0,65,2
44,Good,1,0,39,0,1,0,44,0
29,Good,1,0,22,0,0,0,29,0
89,Moderate,1,0,46,0,0,0,89,2
154,Unhealthy,2,0,44,0,2,0,154,3
33,Good,0,0,33,0,0,0,27,0
43,Good,1,0,43,0,0,0,14,0
205,Very Unhealthy,2,0,31,0,3,0,205,5
21,Good,0,0,19,0,0,0,21,0
42,Good,1,0,42,0,2,0,40,0
136,Unhealthy for Sensitive Groups,3,0,32,0,6,0,136,4
178,Unhealthy,7,0,13,0,19,0,178,3
181,Unhealthy,5,0,63,1,8,0,181,3
76,Moderate,1,0,30,0,2,0,76,2
176,Unhealthy,5,0,29,0,10,0,176,3
56,Moderate,1,0,23,0,0,0,56,2
97,Moderate,2,0,27,0,6,0,97,2
53,Moderate,1,0,30,0,2,0,53,2
29,Good,0,0,24,0,0,0,29,0
39,Good,0,0,39,0,1,0,19,0
54,Moderate,1,0,54,1,1,0,52,2
114,Unhealthy for Sensitive Groups,1,0,29,0,2,0,114,4
37,Good,1,0,37,0,0,0,14,0
40,Good,1,0,40,0,0,0,12,0
47,Good,1,0,47,0,3,0,41,0
59,Moderate,1,0,44,0,0,0,59,2
66,Moderate,1,0,54,1,0,0,66,2
38,Good,1,0,38,0,0,0,20,0
34,Good,1,0,34,0,0,0,15,0
72,Moderate,1,0,30,0,1,0,72,2
30,Good,1,0,30,0,1,0,12,0
109,Unhealthy for Sensitive Groups,1,0,27,0,1,0,109,4
36,Good,1,0,36,0,0,0,17,0
176,Unhealthy,1,0,39,0,0,0,176,3
111,Unhealthy for Sensitive Groups,3,0,19,0,24,0,111,4
74,Moderate,2,0,54,1,1,0,74,2
37,Good,1,0,37,0,1,0,30,0
47,Good,1,0,39,0,2,0,47,0
50,Good,1,0,40,0,1,0,50,0
69,Moderate,1,0,69,1,0,0,58,2
25,Good,0,0,25,0,2,0,15,0
137,Unhealthy for Sensitive Groups,4,0,125,3,7,0,137,4
67,Moderate,1,0,36,0,4,0,67,2
57,Moderate,1,0,17,0,3,0,57,2
72,Moderate,1,0,40,0,2,0,72,2
72,Moderate,1,0,30,0,4,0,72,2
77,Moderate,2,0,29,0,13,0,77,2
86,Moderate,2,0,76,1,1,0,86,2
28,Good,0,0,28,0,0,0,19,0
34,Good,1,0,34,0,1,0,27,0
14,Good,1,0,2,0,0,0,14,0
48,Good,1,0,33,0,0,0,48,0
51,Moderate,1,0,35,0,3,0,51,2
68,Moderate,2,0,25,0,9,0,68,2
35,Good,1,0,35,0,3,0,18,0
174,Unhealthy,3,0,147,3,0,0,174,3
62,Moderate,2,0,4,0,4,0,62,2
36,Good,1,0,9,0,4,0,36,0
81,Moderate,3,0,15,0,21,0,81,2
61,Moderate,2,0,18,0,6,0,61,2
68,Moderate,2,0,20,0,15,0,68,2
67,Moderate,1,0,38,0,4,0,67,2
67,Moderate,2,0,2,0,12,0,67,2
59,Moderate,1,0,11,0,15,0,59,2
58,Moderate,1,0,24,0,6,0,58,2
49,Good,1,0,42,0,1,0,49,0
35,Good,1,0,35,0,0,0,15,0
36,Good,1,0,18,0,0,0,36,0
139,Unhealthy for Sensitive Groups,4,0,6,0,12,0,139,4
33,Good,1,0,33,0,1,0,25,0
39,Good,1,0,39,0,1,0,9,0
46,Good,1,0,46,0,0,0,16,0
76,Moderate,2,0,41,0,2,0,76,2
54,Moderate,1,0,37,0,0,0,54,2
128,Unhealthy for Sensitive Groups,1,0,41,0,0,0,128,4
58,Moderate,1,0,35,0,0,0,58,2
63,Moderate,1,0,26,0,5,0,63,2
74,Moderate,1,0,29,0,1,0,74,2
34,Good,1,0,34,0,0,0,15,0
45,Good,1,0,28,0,0,0,45,0
79,Moderate,3,0,6,0,8,0,79,2
75,Moderate,2,0,22,0,4,0,75,2
61,Moderate,2,0,6,0,6,0,61,2
53,Moderate,2,0,20,0,0,0,53,2
41,Good,0,0,30,0,0,0,41,0
38,Good,1,0,38,0,1,0,31,0
30,Good,0,0,16,0,0,0,30,0
52,Moderate,1,0,32,0,0,0,52,2
35,Good,1,0,13,0,1,0,35,0
62,Moderate,3,0,13,0,1,0,62,2
59,Moderate,1,0,36,0,3,0,59,2
24,Good,0,0,24,0,0,0,22,0
